valor;descricao;dataPublicacao;tipoPublicacao;items
R$ 270.000;Ville de Sainte Anne, 3/4, com projetados, no coração de Lagoa Nova, Nata/RN;11/01 às 16:40;Profissional;"['""3 quartos', '98m²', 'Condomínio: R$ 1.100', '2 vagas"">3 quartos', '98m²', 'Condomínio: R$ 1.100', '2 vagas']"
R$ 99.000;Apartamento à venda com 2 dormitórios em Planalto, Natal cod:821357;11/01 às 16:30;Profissional;"['""2 quartos', '53m²', 'Condomínio: R$ 240', '1 vaga"">2 quartos', '53m²', 'Condomínio: R$ 240', '1 vaga']"
R$ 700.000;Apartamento 03 suites Tirol Natal RN;11/01 às 16:29;Profissional;"['""3 quartos', '217m²', '2 vagas"">3 quartos', '217m²', '2 vagas']"
R$ 115.000;Parque das sapucaias 3 (planalto);11/01 às 16:28;Profissional;"['""2 quartos', '44m²', 'Condomínio: R$ 0', '1 vaga"">2 quartos', '44m²', 'Condomínio: R$ 0', '1 vaga']"
R$ 315.000;Excelente Res. Alvorada - 75m² - 3 quartos (1suíte) - Pronto para morar - 2 vagas;11/01 às 16:18;Profissional;"['""3 quartos', '75m²', 'Condomínio: R$ 0', '2 vagas"">3 quartos', '75m²', 'Condomínio: R$ 0', '2 vagas']"
R$ 160.000;Pechincha. ap sun set 160mil a vista;11/01 às 16:08;Profissional;"['""2 quartos', '59m²', 'Condomínio: R$ 260', '1 vaga"">2 quartos', '59m²', 'Condomínio: R$ 260', '1 vaga']"
R$ 15.000;Vendo apagamento no vilagem de plata ;11/01 às 15:56;11/01 às 15:56<!-- --> ;"['""2 quartos', '56m²', 'Condomínio: R$ 0', '2 vagas"">2 quartos', '56m²', 'Condomínio: R$ 0', '2 vagas']"
R$ 140.000;Apartamento no Parque Nova Europa ;11/01 às 15:55;11/01 às 15:55<!-- --> ;"['""2 quartos', 'Condomínio: R$ 150', '1 vaga"">2 quartos', 'Condomínio: R$ 150', '1 vaga']"
R$ 700.000;Apartamento à venda com 4 dormitórios em Capim macio, Natal cod:773031;11/01 às 15:48;Profissional;"['""4 quartos', '217m²', 'Condomínio: R$ 1.100', '2 vagas"">4 quartos', '217m²', 'Condomínio: R$ 1.100', '2 vagas']"
R$ 240.000;OPORTUNIDADE - Golden Tower Antigo Intercity 2 quartos 57m2;11/01 às 15:34;Profissional;"['""2 quartos', '57m²', '1 vaga"">2 quartos', '57m²', '1 vaga']"
R$ 400.000;Edifício Aldebaran, 3/4, sendo uma suíte com closet, em Lagoa Nova, Natal/RN;11/01 às 15:30;Profissional;"['""3 quartos', '165m²', 'Condomínio: R$ 0', '2 vagas"">3 quartos', '165m²', 'Condomínio: R$ 0', '2 vagas']"
R$ 129.900;Apartamento 2 quartos no Residencial Green Park Satélite;11/01 às 15:27;Profissional;"['""2 quartos', '52m²', '1 vaga"">2 quartos', '52m²', '1 vaga']"
R$ 530.000;Residencial Vernier - 3 suites - Lagoa Nova - Reformado;11/01 às 15:25;Profissional;"['""3 quartos', '168m²', 'Condomínio: R$ 1.500', '3 vagas"">3 quartos', '168m²', 'Condomínio: R$ 1.500', '3 vagas']"
R$ 2.270.000;Vendo Lindo apto com vista pro mar em Areia Preta, todo projetado com 250m2, 4 Quartos;11/01 às 15:23;Profissional;"['""5 ou mais quarto', '250m²', 'Condomínio: R$ 2.000', '4 vagas"">5 ou mais quarto', '250m²', 'Condomínio: R$ 2.000', '4 vagas']"
R$ 550.000;Apartamento no Residencial Jerônimo Câmara em Lagoa Nova;11/01 às 14:59;Profissional;"['""3 quartos', '87m²', '2 vagas"">3 quartos', '87m²', '2 vagas']"
R$ 115.044;Apartamento no Planalto 2/4 - 43m²/64m² - Jardim Privativo - Documentação Grátis;11/01 às 14:57;Profissional;"['""2 quartos', '44m²"">2 quartos', '44m²']"
R$ 580.000;Vendo lindo apartamento 101m² com bela vista em ponta negra novissimo;11/01 às 14:54;Profissional;"['""3 quartos', '101m²', 'Condomínio: R$ 507', '2 vagas"">3 quartos', '101m²', 'Condomínio: R$ 507', '2 vagas']"
R$ 580.000;Residencial Carlos Gondim;11/01 às 14:53;Profissional;"['""3 quartos', '112m²', 'Condomínio: R$ 680', '2 vagas"">3 quartos', '112m²', 'Condomínio: R$ 680', '2 vagas']"
R$ 315.000;Residencial Alvorada / Oportunidade ;11/01 às 14:49;Profissional;"['""3 quartos', '75m²', '2 vagas"">3 quartos', '75m²', '2 vagas']"
R$ 370.000;Torre Amintas Barros;11/01 às 14:47;Profissional;"['""3 quartos', '78m²', 'Condomínio: R$ 460', '2 vagas"">3 quartos', '78m²', 'Condomínio: R$ 460', '2 vagas']"
R$ 450.000;Lindo Giardino no Quartier;11/01 às 14:42;Profissional;"['""2 quartos', '93m²', 'Condomínio: R$ 420', '1 vaga"">2 quartos', '93m²', 'Condomínio: R$ 420', '1 vaga']"
R$ 520.000;Rodolfo Helinski Capim Macio;11/01 às 14:39;Profissional;"['""3 quartos', '109m²', 'Condomínio: R$ 480', '2 vagas"">3 quartos', '109m²', 'Condomínio: R$ 480', '2 vagas']"
R$ 520.000;Apartamento à venda com 3 dormitórios em Petrópolis, Natal cod:Palazzo Cristal;11/01 às 14:33;Profissional;"['""3 quartos', '104m²', '2 vagas"">3 quartos', '104m²', '2 vagas']"
R$ 225.000;Apartamento no Vita de 55m² (com móveis projetados);11/01 às 14:33;Profissional;"['""3 quartos', '55m²', '1 vaga"">3 quartos', '55m²', '1 vaga']"
R$ 1.730.000;Palladio Residece;11/01 às 14:24;Profissional;"['""4 quartos', '208m²', 'Condomínio: R$ 1.260', '4 vagas"">4 quartos', '208m²', 'Condomínio: R$ 1.260', '4 vagas']"
R$ 665.000;Cobertura à venda, 160 m² por R 665.000,00 - Capim Macio - Natal/RN;11/01 às 14:19;Profissional;"['""4 quartos', '160m²', 'Condomínio: R$ 660', '2 vagas"">4 quartos', '160m²', 'Condomínio: R$ 660', '2 vagas']"
R$ 469.000;Flat Mobiliado à venda. Brisa Calma no melhor de Ponta Negra, 60 m² por R 469.000;11/01 às 14:19;Profissional;"['""2 quartos', '40m²', '1 vaga"">2 quartos', '40m²', '1 vaga']"
R$ 1.600.000;Apartamento Beira Mar Três Suítes;11/01 às 14:17;Profissional;"['""3 quartos', '285m²', '3 vagas"">3 quartos', '285m²', '3 vagas']"
R$ 150.000;Apartamento em Ponta Negra - 2/4 - 45m² - Praia de Ponta Negra - Documentação Grátis;11/01 às 14:13;Profissional;"['""2 quartos', '48m²"">2 quartos', '48m²']"
R$ 170.000;Vendo apartamento no recanto dos pássaros ;11/01 às 14:13;11/01 às 14:13<!-- --> ;"['""2 quartos', '63m²', 'Condomínio: R$ 285', '1 vaga"">2 quartos', '63m²', 'Condomínio: R$ 285', '1 vaga']"
R$ 230.000;Condominio verano de ponta negra;11/01 às 14:10;Profissional;"['""2 quartos', '57m²', 'Condomínio: R$ 1', '1 vaga"">2 quartos', '57m²', 'Condomínio: R$ 1', '1 vaga']"
R$ 396.000;Casa duplex em condomínio fechado no bairro de Capim Macio;11/01 às 14:10;Profissional;"['""3 quartos', '83m²', '1 vaga"">3 quartos', '83m²', '1 vaga']"
R$ 205.000;Plano 100 da romualdo galvão;11/01 às 14:05;Profissional;"['""3 quartos', '75m²', 'Condomínio: R$ 1', '1 vaga"">3 quartos', '75m²', 'Condomínio: R$ 1', '1 vaga']"
R$ 245.000;Morada dos Colibris III;11/01 às 13:57;11/01 às 13:57<!-- --> ;"['""3 quartos', '74m²', 'Condomínio: R$ 570', '1 vaga"">3 quartos', '74m²', 'Condomínio: R$ 570', '1 vaga']"
R$ 525.000;Residencial Palazzo Cristal em Petrópolis;11/01 às 13:55;Profissional;"['""3 quartos', '97m²', 'Condomínio: R$ 450', '2 vagas"">3 quartos', '97m²', 'Condomínio: R$ 450', '2 vagas']"
R$ 175.000;Condominio sun set;11/01 às 13:51;Profissional;"['""2 quartos', '57m²', 'Condomínio: R$ 1', '1 vaga"">2 quartos', '57m²', 'Condomínio: R$ 1', '1 vaga']"
R$ 150.000;Jardim Botânico - Neopolis;11/01 às 13:39;11/01 às 13:39<!-- --> ;"['""3 quartos', '90m²', 'Condomínio: R$ 150', '1 vaga"">3 quartos', '90m²', 'Condomínio: R$ 150', '1 vaga']"
R$ 135.000;Vendo Apartamento a 5 minutos Super Fácil e Rodoviária;11/01 às 13:24;11/01 às 13:24<!-- --> ;"['""2 quartos', '56m²', 'Condomínio: R$ 130', '1 vaga"">2 quartos', '56m²', 'Condomínio: R$ 130', '1 vaga']"
R$ 750.000;Apartamento Residencial / Capim Macio;11/01 às 13:11;Profissional;"['""3 quartos', '123m²', 'Condomínio: R$ 658', '2 vagas"">3 quartos', '123m²', 'Condomínio: R$ 658', '2 vagas']"
R$ 190.000;Condominio sun golden;11/01 às 12:54;Profissional;"['""2 quartos', '57m²', 'Condomínio: R$ 1', '1 vaga"">2 quartos', '57m²', 'Condomínio: R$ 1', '1 vaga']"
R$ 185.000;Condominio ecogarden;11/01 às 12:51;Profissional;"['""2 quartos', '50m²', 'Condomínio: R$ 1', '1 vaga"">2 quartos', '50m²', 'Condomínio: R$ 1', '1 vaga']"
R$ 584.794;Apartamento à venda com 3 dormitórios em Lagoa nova, Natal cod:8230;11/01 às 12:38;Profissional;"['""3 quartos', '95m²', 'Condomínio: R$ 625', '2 vagas"">3 quartos', '95m²', 'Condomínio: R$ 625', '2 vagas']"
R$ 120.000;Condominio serrambi II;11/01 às 12:25;Profissional;"['""2 quartos', '55m²', 'Condomínio: R$ 1', '1 vaga"">2 quartos', '55m²', 'Condomínio: R$ 1', '1 vaga']"
R$ 2.100.000;Manhattan Residence apartamento de 220m²| Tirol Natal RN;11/01 às 12:25;Profissional;"['""4 quartos', '220m²', '4 vagas"">4 quartos', '220m²', '4 vagas']"
R$ 165.000;Condominio Sun Towers - 2 Quartos;11/01 às 12:15;Profissional;"['""2 quartos', '60m²', 'Condomínio: R$ 350', '1 vaga"">2 quartos', '60m²', 'Condomínio: R$ 350', '1 vaga']"
R$ 130.000;Vendo apto 2/4 no Planalto cond. Thisaliah ;11/01 às 12:12;11/01 às 12:12<!-- --> ;"['""2 quartos', '61m²', '1 vaga"">2 quartos', '61m²', '1 vaga']"
R$ 390.000;Tereza Tahim!;11/01 às 12:03;Profissional;"['""3 quartos', '100m²', 'Condomínio: R$ 580', '2 vagas"">3 quartos', '100m²', 'Condomínio: R$ 580', '2 vagas']"
R$ 247.964;Spazzio Ponta Negra - apartamentos com 2 quartos sendo 1 suite;11/01 às 11:47;Profissional;"['""2 quartos', '61m²', 'Condomínio: R$ 400', '1 vaga"">2 quartos', '61m²', 'Condomínio: R$ 400', '1 vaga']"
R$ 294.900;Duna Barcane (Mobíliado - 2 vagas de garagem);11/01 às 11:44;Profissional;"['""2 quartos', '56m²', '2 vagas"">2 quartos', '56m²', '2 vagas']"
R$ 595.000;Apto Ed. Carlos Gondim fica R. Apodi 595.000 113m com 3/4;11/01 às 11:43;11/01 às 11:43<!-- --> ;"['""3 quartos', '113m²', 'Condomínio: R$ 0', '2 vagas"">3 quartos', '113m²', 'Condomínio: R$ 0', '2 vagas']"
R$ 448.000;Terramaris em Ponta Negra - 3 quartos e 2 vagas;11/01 às 11:26;Profissional;"['""3 quartos', '79m²', 'Condomínio: R$ 498', '2 vagas"">3 quartos', '79m²', 'Condomínio: R$ 498', '2 vagas']"
R$ 327.000;Estrela do Atlântico;11/01 às 11:18;Profissional;"['""2 quartos', '59m²', '1 vaga"">2 quartos', '59m²', '1 vaga']"
R$ 310.000;Vita de 89m Oportunidade ;11/01 às 11:17;Profissional;"['""3 quartos', '89m²', '2 vagas"">3 quartos', '89m²', '2 vagas']"
R$ 370.000;Casa em Capim Macio, 3 quartos sendo 1 suíte em um terreno de 600m2;11/01 às 11:16;Profissional;"['""3 quartos', '391m²', '3 vagas"">3 quartos', '391m²', '3 vagas']"
R$ 330.000;Apartamentos com 2 e 3 quartos em Lagoa Nova - Olhar das Dunas;11/01 às 11:10;Profissional;"['""2 quartos', '60m²', '1 vaga"">2 quartos', '60m²', '1 vaga']"
R$ 360.000;Residencial Áurea Guedes de 3 Quartos em Ponta Negra;11/01 às 11:01;Profissional;"['""3 quartos', '67m²', 'Condomínio: R$ 425', '2 vagas"">3 quartos', '67m²', 'Condomínio: R$ 425', '2 vagas']"
R$ 315.000;(JF) mobiliado andar alto no cond Royal park;11/01 às 10:54;Profissional;"['""4 quartos', '75m²', 'Condomínio: R$ 300', '2 vagas"">4 quartos', '75m²', 'Condomínio: R$ 300', '2 vagas']"
R$ 275.000;Duna Barcane - Ponta Negra;11/01 às 10:52;Profissional;"['""2 quartos', '56m²', '1 vaga"">2 quartos', '56m²', '1 vaga']"
R$ 265.000;Áurea Guedes de 2 quartos;11/01 às 10:50;Profissional;"['""2 quartos', '52m²', '1 vaga"">2 quartos', '52m²', '1 vaga']"
R$ 190.000;Apartamento com 2/4 - 61 Metros - Lagoa Nova;11/01 às 10:40;Profissional;"['""2 quartos', '61m²', '1 vaga"">2 quartos', '61m²', '1 vaga']"
R$ 150.000;Apartamento com 3 dormitório no Serrambi III;11/01 às 10:33;Profissional;"['""3 quartos', '67m²', 'Condomínio: R$ 210', '2 vagas"">3 quartos', '67m²', 'Condomínio: R$ 210', '2 vagas']"
R$ 2.600.000;Enseada dos Corais - Areia Preta;11/01 às 10:17;Profissional;"['""4 quartos', '426m²', 'Condomínio: R$ 2.500', '4 vagas"">4 quartos', '426m²', 'Condomínio: R$ 2.500', '4 vagas']"
R$ 296.811;Vendo Casa em Mossoró Nova Betânia Mossoró RN;11/01 às 10:12;Profissional;"['""4 quartos', '189m²', '2 vagas"">4 quartos', '189m²', '2 vagas']"
R$ 195.000;Vendo Apartamento de 2 Quarto ( Vita Club  );11/01 às 10:06;Profissional;"['""2 quartos', '49m²', '1 vaga"">2 quartos', '49m²', '1 vaga']"
R$ 129.000;FLAT PONTA NEGRA - NATAL/RN;11/01 às 09:52;11/01 às 09:52<!-- --> ;"['""1 quarto', '33m²', '1 vaga"">1 quarto', '33m²', '1 vaga']"
R$ 180.000; Oportunidade Única - 84m, lindo e espaçoso ;11/01 às 09:48;Profissional;"['""2 quartos', '84m²', 'Condomínio: R$ 350', '2 vagas"">2 quartos', '84m²', 'Condomínio: R$ 350', '2 vagas']"
R$ 780.000;Cond. Heitor Villa Lobos | 137 m - Sofisticação, bom gosto e Segurança;11/01 às 09:48;Profissional;"['""3 quartos', '137m²', 'Condomínio: R$ 680', '2 vagas"">3 quartos', '137m²', 'Condomínio: R$ 680', '2 vagas']"
R$ 950.000;Repasse Sports Garden - 136m - Lagoa Nova - 3 suites;11/01 às 09:27;Profissional;"['""3 quartos', '136m²', 'Condomínio: R$ 650', '3 vagas"">3 quartos', '136m²', 'Condomínio: R$ 650', '3 vagas']"
R$ 220.000;Apto 3/4 em Barro Vermelho;11/01 às 09:06;Profissional;"['""3 quartos', '90m²', 'Condomínio: R$ 630', '1 vaga"">3 quartos', '90m²', 'Condomínio: R$ 630', '1 vaga']"
R$ 550.000;Apartamento com 3 dormitórios à venda, 79 m² por R$ 550.000,00 - Ponta Negra - Natal/RN;11/01 às 09:05;Profissional;"['""3 quartos', '79m²', 'Condomínio: R$ 450', '2 vagas"">3 quartos', '79m²', 'Condomínio: R$ 450', '2 vagas']"
R$ 230.000;Vendo 2/4 em Ponta Negra;11/01 às 08:59;Profissional;"['""2 quartos', '58m²', 'Condomínio: R$ 350.000', '1 vaga"">2 quartos', '58m²', 'Condomínio: R$ 350.000', '1 vaga']"
R$ 465.000;Apartamento em Capim Macio- 3 quartos(1 suíte);11/01 às 08:58;Profissional;"['""4 quartos', '200m²', 'Condomínio: R$ 800', '3 vagas"">4 quartos', '200m²', 'Condomínio: R$ 800', '3 vagas']"
R$ 350.000;V.1613 - Apartamento no Corais de Cotovelo!;11/01 às 08:51;Profissional;"['""3 quartos', '96m²', 'Condomínio: R$ 400', '2 vagas"">3 quartos', '96m²', 'Condomínio: R$ 400', '2 vagas']"
R$ 155.970;Apartamento à venda com 2 dormitórios em Pitimbú, Natal cod:AP1589;11/01 às 08:50;Profissional;"['""2 quartos', '41m²"">2 quartos', '41m²']"
R$ 165.000;Apartamento à venda com 2 dormitórios em Cidade da esperança, Natal cod:10625;11/01 às 08:43;Profissional;"['""2 quartos', '53m²', 'Condomínio: R$ 432', '1 vaga"">2 quartos', '53m²', 'Condomínio: R$ 432', '1 vaga']"
R$ 620.000;"Terramaris Club Condominium; 3 quartos; 101m²; 2 vagas; em Ponta Negra";11/01 às 08:32;Profissional;"['""3 quartos', '101m²', '2 vagas"">3 quartos', '101m²', '2 vagas']"
R$ 180.000;"Residencial West Village; 2 quartos; 52m²; 1 vaga coberta";11/01 às 08:32;Profissional;"['""2 quartos', '52m²', 'Condomínio: R$ 430', '1 vaga"">2 quartos', '52m²', 'Condomínio: R$ 430', '1 vaga']"
R$ 420.000;"Condomínio Torre de Marfim; 3 suítes; 162m²; 3 vagas; Tirol";11/01 às 08:32;Profissional;"['""3 quartos', '162m²', 'Condomínio: R$ 1.150', '3 vagas"">3 quartos', '162m²', 'Condomínio: R$ 1.150', '3 vagas']"
R$ 450.000;"Cond. Marie Galante; 100m²; 3/4, sendo 1 suíte; 3 vagas; na Rua Jaguarari";11/01 às 08:32;Profissional;"['""3 quartos', '100m²', 'Condomínio: R$ 600', '3 vagas"">3 quartos', '100m²', 'Condomínio: R$ 600', '3 vagas']"
R$ 380.000;Apartamento amplo, todo reformado em Petrópolis;11/01 às 08:08;Profissional;"['""2 quartos', '157m²', 'Condomínio: R$ 700', '1 vaga"">2 quartos', '157m²', 'Condomínio: R$ 700', '1 vaga']"
R$ 150;Vendo predio;11/01 às 08:00;11/01 às 08:00<!-- --> ;"['""1 quarto', '12864m²"">1 quarto', '12864m²']"
R$ 132.000;Apartamento mobiliado - Solar Portal;11/01 às 07:49;11/01 às 07:49<!-- --> ;"['""2 quartos', '56m²', 'Condomínio: R$ 140', '1 vaga"">2 quartos', '56m²', 'Condomínio: R$ 140', '1 vaga']"
R$ 640.000;Apartamento 3 Suítes - 120m² no Edifício Le Rivage - Petrópolis;11/01 às 00:23;Profissional;"['""3 quartos', '120m²', 'Condomínio: R$ 800', '3 vagas"">3 quartos', '120m²', 'Condomínio: R$ 800', '3 vagas']"
R$ 220.000;Quality Suítes - Ponta Negra - 13º Andar;11/01 às 00:23;Profissional;"['""2 quartos', '21m²', '1 vaga"">2 quartos', '21m²', '1 vaga']"
R$ 700.000;Apartamento 160m² no Residencial Lourdes Lamartine - Tirol;11/01 às 00:23;Profissional;"['""4 quartos', '160m²', 'Condomínio: R$ 1.150', '2 vagas"">4 quartos', '160m²', 'Condomínio: R$ 1.150', '2 vagas']"
R$ 720.000;Vendo Apto no Royal Palms - Capim Macio;10/01 às 23:06;Profissional;"['""3 quartos', '142m²', 'Condomínio: R$ 700', '2 vagas"">3 quartos', '142m²', 'Condomínio: R$ 700', '2 vagas']"
R$ 110.000;Flat com 1 dormitório à venda, 42 m² - Praia do Meio - Natal/RN - FL0005;10/01 às 22:56;Profissional;"['""1 quarto', '42m²', 'Condomínio: R$ 450', '1 vaga"">1 quarto', '42m²', 'Condomínio: R$ 450', '1 vaga']"
R$ 200.000;Apartamento à venda com 2 dormitórios em Ponta negra, Natal cod:AV-128;10/01 às 22:55;Profissional;"['""2 quartos"">2 quartos']"
R$ 245.000;Vendo Apto no Metrópole - Candelária;10/01 às 22:29;Profissional;"['""2 quartos', '56m²', '1 vaga"">2 quartos', '56m²', '1 vaga']"
R$ 320.000;Apartamento em Neópolis - 2/4 Suíte - 72m² - Lacqua - Entrada de Natal;10/01 às 22:20;Profissional;"['""2 quartos', '75m²"">2 quartos', '75m²']"
R$ 135.006;Apartamento no Planalto para Agosto/21 - 2 e 3/4 - Parque do Planalto - Elevador;10/01 às 22:20;Profissional;"['""2 quartos', '48m²"">2 quartos', '48m²']"
R$ 14.000;Repasse de Apartamento ;10/01 às 21:43;10/01 às 21:43<!-- --> ;"['""2 quartos"">2 quartos']"
R$ 520.000;Apartamento de 98m² no bairro de petrópolis|Natal RN- Palazo Cristal;10/01 às 21:41;Profissional;"['""3 quartos', '98m²', 'Condomínio: R$ 450', '2 vagas"">3 quartos', '98m²', 'Condomínio: R$ 450', '2 vagas']"
R$ 205.000;Vendo Apartamento 3/4 em Capim Macio;10/01 às 21:30;Profissional;"['""3 quartos', '65m²', 'Condomínio: R$ 500', '1 vaga"">3 quartos', '65m²', 'Condomínio: R$ 500', '1 vaga']"
R$ 185.000;Apartamento com 3 dormitórios à venda, 95 m² - Candelária - Natal/RN;10/01 às 20:54;Profissional;"['""3 quartos', '95m²', 'Condomínio: R$ 240', '1 vaga"">3 quartos', '95m²', 'Condomínio: R$ 240', '1 vaga']"
R$ 450;Troca de Apt por Casa em condomínio fechado ;10/01 às 20:47;10/01 às 20:47<!-- --> ;"['""3 quartos', '152m²', 'Condomínio: R$ 800', '1 vaga"">3 quartos', '152m²', 'Condomínio: R$ 800', '1 vaga']"
R$ 210.000;Apartamento Capim Macio 03 quartos sendo 01 suite Natal RN;10/01 às 20:45;Profissional;"['""3 quartos', '0m²"">3 quartos', '0m²']"
R$ 540.000;Apartamento 03 quarto sendo 02 suites Capim Macio Natal RN;10/01 às 20:45;Profissional;"['""3 quartos', '91m²"">3 quartos', '91m²']"
R$ 205.000;Villagio Di Roma!;10/01 às 20:21;Profissional;"['""3 quartos', '68m²', '1 vaga"">3 quartos', '68m²', '1 vaga']"
R$ 260.000;Apartamento à venda com 2 dormitórios em Tirol, Natal cod:822037;10/01 às 20:15;Profissional;"['""2 quartos', '56m²', 'Condomínio: R$ 370', '1 vaga"">2 quartos', '56m²', 'Condomínio: R$ 370', '1 vaga']"
R$ 540.000;Residencial Madri - 3 quartos - Lagoa Nova - Andar Alto - Reformado;10/01 às 20:13;Profissional;"['""3 quartos', '172m²', 'Condomínio: R$ 1.200', '2 vagas"">3 quartos', '172m²', 'Condomínio: R$ 1.200', '2 vagas']"
R$ 120.000;Apartamento no condomínio vilagio de veritar no conjunto cidade satélite à venda ;10/01 às 20:08;10/01 às 20:08<!-- --> ;"['""2 quartos', '58m²', 'Condomínio: R$ 250', '1 vaga"">2 quartos', '58m²', 'Condomínio: R$ 250', '1 vaga']"
R$ 115.119;Apartamento no Planalto 2/4 - 43m²/64m² - Jardim Privativo - Documentação Grátis;10/01 às 19:40;Profissional;"['""2 quartos', '44m²"">2 quartos', '44m²']"
R$ 190.000;Apto Sun Towers - Lado da sombra e ventilado - Andar alto;10/01 às 19:40;10/01 às 19:40<!-- --> ;"['""2 quartos', '56m²', 'Condomínio: R$ 0', '1 vaga"">2 quartos', '56m²', 'Condomínio: R$ 0', '1 vaga']"
R$ 320.000;Apartamento com 3 dormitórios à venda, 98 m² por R$ 320.000 - Barro Vermelho - Natal/RN;10/01 às 19:20;Profissional;"['""3 quartos', '98m²', 'Condomínio: R$ 950', '2 vagas"">3 quartos', '98m²', 'Condomínio: R$ 950', '2 vagas']"
R$ 360.000;Lacqua cond club (J);10/01 às 19:10;Profissional;"['""3 quartos', '72m²', '2 vagas"">3 quartos', '72m²', '2 vagas']"
R$ 240.000;Green Life Mor Gouveia;10/01 às 19:00;Profissional;"['""2 quartos', '55m²', 'Condomínio: R$ 350', '2 vagas"">2 quartos', '55m²', 'Condomínio: R$ 350', '2 vagas']"
R$ 1.280.000;Sports Gardens o melhor e mais lindo de Lagoa Nova;10/01 às 18:58;Profissional;"['""4 quartos', '170m²', 'Condomínio: R$ 1.000', '4 vagas"">4 quartos', '170m²', 'Condomínio: R$ 1.000', '4 vagas']"
R$ 329.000;Lançto Moura Dubeux Edifício Olhar das Dunas 2 e 3/4 c/suite, Elev. Lazer;10/01 às 18:31;Profissional;"['""2 quartos', '55m²', '1 vaga"">2 quartos', '55m²', '1 vaga']"
R$ 850.000;Apartamento 4/4 todos com suíte e closet com 250m² | Tirol, Natal. Beethoven;10/01 às 18:28;Profissional;"['""4 quartos', '250m²', '2 vagas"">4 quartos', '250m²', '2 vagas']"
R$ 149.919;Black Friday - Apartamento em Ponta Negra - 2/4 - 48m² - Praia de Pipa - Doc Grátis;10/01 às 18:20;Profissional;"['""2 quartos', '48m²"">2 quartos', '48m²']"
